項次,西元年,民國年,性別,年齡,死亡機率
731,2026,115,男性,41歲,0.00215
732,2026,115,女性,41歲,0.00088
733,2026,115,總計,42歲,0.00166
734,2026,115,男性,42歲,0.00238
735,2026,115,女性,42歲,0.00095
736,2026,115,總計,43歲,0.00183
737,2026,115,男性,43歲,0.00263
738,2026,115,女性,43歲,0.00104
739,2026,115,總計,44歲,0.00201
740,2026,115,男性,44歲,0.0029
741,2026,115,女性,44歲,0.00114
742,2026,115,總計,45歲,0.0022
743,2026,115,男性,45歲,0.00318
744,2026,115,女性,45歲,0.00124
745,2026,115,總計,46歲,0.00241
746,2026,115,男性,46歲,0.00348
747,2026,115,女性,46歲,0.00136
748,2026,115,總計,47歲,0.00262
749,2026,115,男性,47歲,0.00379
750,2026,115,女性,47歲,0.00148
751,2026,115,總計,48歲,0.00285
752,2026,115,男性,48歲,0.00412
753,2026,115,女性,48歲,0.0016
754,2026,115,總計,49歲,0.0031
755,2026,115,男性,49歲,0.00449
756,2026,115,女性,49歲,0.00175
757,2026,115,總計,50歲,0.00337
758,2026,115,男性,50歲,0.00488
759,2026,115,女性,50歲,0.0019
760,2026,115,總計,51歲,0.00365
761,2026,115,男性,51歲,0.0053
762,2026,115,女性,51歲,0.00205
763,2026,115,總計,52歲,0.00393
764,2026,115,男性,52歲,0.00573
765,2026,115,女性,52歲,0.00219
766,2026,115,總計,53歲,0.00423
767,2026,115,男性,53歲,0.00617
768,2026,115,女性,53歲,0.00236
769,2026,115,總計,54歲,0.00449
770,2026,115,男性,54歲,0.00653
771,2026,115,女性,54歲,0.00253
772,2026,115,總計,55歲,0.00475
773,2026,115,男性,55歲,0.00691
774,2026,115,女性,55歲,0.00268
775,2026,115,總計,56歲,0.00504
776,2026,115,男性,56歲,0.00732
777,2026,115,女性,56歲,0.00288
778,2026,115,總計,57歲,0.00538
779,2026,115,男性,57歲,0.0078
780,2026,115,女性,57歲,0.0031
781,2026,115,總計,58歲,0.00575
782,2026,115,男性,58歲,0.00833
783,2026,115,女性,58歲,0.00333
784,2026,115,總計,59歲,0.00615
785,2026,115,男性,59歲,0.00887
786,2026,115,女性,59歲,0.00359
787,2026,115,總計,60歲,0.00657
788,2026,115,男性,60歲,0.00944
789,2026,115,女性,60歲,0.00389
790,2026,115,總計,61歲,0.00702
791,2026,115,男性,61歲,0.01005
792,2026,115,女性,61歲,0.00422
793,2026,115,總計,62歲,0.00754
794,2026,115,男性,62歲,0.01074
795,2026,115,女性,62歲,0.00459
796,2026,115,總計,63歲,0.00812
797,2026,115,男性,63歲,0.01153
798,2026,115,女性,63歲,0.00501
799,2026,115,總計,64歲,0.00879
800,2026,115,男性,64歲,0.01241
801,2026,115,女性,64歲,0.00549
802,2026,115,總計,65歲,0.00953
803,2026,115,男性,65歲,0.01339
804,2026,115,女性,65歲,0.00604
805,2026,115,總計,66歲,0.01039
806,2026,115,男性,66歲,0.01451
807,2026,115,女性,66歲,0.0067
808,2026,115,總計,67歲,0.01138
809,2026,115,男性,67歲,0.01581
810,2026,115,女性,67歲,0.00745
811,2026,115,總計,68歲,0.01249
812,2026,115,男性,68歲,0.01725
813,2026,115,女性,68歲,0.0083
814,2026,115,總計,69歲,0.01375
815,2026,115,男性,69歲,0.01887
816,2026,115,女性,69歲,0.00928
817,2026,115,總計,70歲,0.01515
818,2026,115,男性,70歲,0.02064
819,2026,115,女性,70歲,0.0104
820,2026,115,總計,71歲,0.0167
821,2026,115,男性,71歲,0.0226
822,2026,115,女性,71歲,0.01164
823,2026,115,總計,72歲,0.01841
824,2026,115,男性,72歲,0.02476
825,2026,115,女性,72歲,0.01303
826,2026,115,總計,73歲,0.02034
827,2026,115,男性,73歲,0.02723
828,2026,115,女性,73歲,0.01457
829,2026,115,總計,74歲,0.02251
830,2026,115,男性,74歲,0.03001
831,2026,115,女性,74歲,0.01632
832,2026,115,總計,75歲,0.02491
833,2026,115,男性,75歲,0.03309
834,2026,115,女性,75歲,0.01825
835,2026,115,總計,76歲,0.02752
836,2026,115,男性,76歲,0.03644
837,2026,115,女性,76歲,0.02036
838,2026,115,總計,77歲,0.03039
839,2026,115,男性,77歲,0.0401
840,2026,115,女性,77歲,0.02272
841,2026,115,總計,78歲,0.03356
842,2026,115,男性,78歲,0.04414
843,2026,115,女性,78歲,0.02536
844,2026,115,總計,79歲,0.03703
845,2026,115,男性,79歲,0.04853
846,2026,115,女性,79歲,0.02829
847,2026,115,總計,80歲,0.04111
848,2026,115,男性,80歲,0.05328
849,2026,115,女性,80歲,0.03204
850,2026,115,總計,81歲,0.04557
851,2026,115,男性,81歲,0.05847
852,2026,115,女性,81歲,0.03618
853,2026,115,總計,82歲,0.05044
854,2026,115,男性,82歲,0.06408
855,2026,115,女性,82歲,0.04074
856,2026,115,總計,83歲,0.05572
857,2026,115,男性,83歲,0.07009
858,2026,115,女性,83歲,0.04575
859,2026,115,總計,84歲,0.06143
860,2026,115,男性,84歲,0.07651
861,2026,115,女性,84歲,0.05123
862,2026,115,總計,85歲,0.06979
863,2026,115,男性,85歲,0.08509
864,2026,115,女性,85歲,0.05972
865,2026,115,總計,86歲,0.07651
866,2026,115,男性,86歲,0.09252
867,2026,115,女性,86歲,0.06625
868,2026,115,總計,87歲,0.08378
869,2026,115,男性,87歲,0.10051
870,2026,115,女性,87歲,0.07336
871,2026,115,總計,88歲,0.09161
872,2026,115,男性,88歲,0.10904
873,2026,115,女性,88歲,0.08108
874,2026,115,總計,89歲,0.10005
875,2026,115,男性,89歲,0.11812
876,2026,115,女性,89歲,0.08947
877,2026,115,總計,90歲,0.1092
878,2026,115,男性,90歲,0.12782
879,2026,115,女性,90歲,0.09863
880,2026,115,總計,91歲,0.11914
881,2026,115,男性,91歲,0.13821
882,2026,115,女性,91歲,0.10868
883,2026,115,總計,92歲,0.12989
884,2026,115,男性,92歲,0.14926
885,2026,115,女性,92歲,0.11961
886,2026,115,總計,93歲,0.14143
887,2026,115,男性,93歲,0.16095
888,2026,115,女性,93歲,0.13142
889,2026,115,總計,94歲,0.15375
890,2026,115,男性,94歲,0.17325
891,2026,115,女性,94歲,0.14409
892,2026,115,總計,95歲,0.16706
893,2026,115,男性,95歲,0.18628
894,2026,115,女性,95歲,0.15787
895,2026,115,總計,96歲,0.18101
896,2026,115,男性,96歲,0.19974
897,2026,115,女性,96歲,0.17234
898,2026,115,總計,97歲,0.1956
899,2026,115,男性,97歲,0.21367
900,2026,115,女性,97歲,0.18752
901,2026,115,總計,98歲,0.21103
902,2026,115,男性,98歲,0.22817
903,2026,115,女性,98歲,0.20361
904,2026,115,總計,99歲,0.22727
905,2026,115,男性,99歲,0.24322
906,2026,115,女性,99歲,0.22059
907,2026,115,總計,100歲及以上,1
908,2026,115,男性,100歲及以上,1
909,2026,115,女性,100歲及以上,1
910,2027,116,總計,0歲,0.00358
911,2027,116,男性,0歲,0.00383
912,2027,116,女性,0歲,0.00333
913,2027,116,總計,1歲,0.00023
914,2027,116,男性,1歲,0.00026
915,2027,116,女性,1歲,0.00021
916,2027,116,總計,2歲,0.00015
917,2027,116,男性,2歲,0.00016
918,2027,116,女性,2歲,0.00014
919,2027,116,總計,3歲,0.00012
920,2027,116,男性,3歲,0.00013
921,2027,116,女性,3歲,0.00011
922,2027,116,總計,4歲,0.0001
923,2027,116,男性,4歲,0.00011
924,2027,116,女性,4歲,9E-05
925,2027,116,總計,5歲,9E-05
926,2027,116,男性,5歲,0.0001
927,2027,116,女性,5歲,8E-05
928,2027,116,總計,6歲,9E-05
929,2027,116,男性,6歲,9E-05
930,2027,116,女性,6歲,8E-05
931,2027,116,總計,7歲,8E-05
932,2027,116,男性,7歲,8E-05
933,2027,116,女性,7歲,8E-05
934,2027,116,總計,8歲,8E-05
935,2027,116,男性,8歲,8E-05
936,2027,116,女性,8歲,7E-05
937,2027,116,總計,9歲,7E-05
938,2027,116,男性,9歲,8E-05
939,2027,116,女性,9歲,7E-05
940,2027,116,總計,10歲,8E-05
941,2027,116,男性,10歲,8E-05
942,2027,116,女性,10歲,8E-05
943,2027,116,總計,11歲,9E-05
944,2027,116,男性,11歲,9E-05
945,2027,116,女性,11歲,9E-05
946,2027,116,總計,12歲,0.0001
947,2027,116,男性,12歲,0.00011
948,2027,116,女性,12歲,0.0001
949,2027,116,總計,13歲,0.00013
950,2027,116,男性,13歲,0.00014
951,2027,116,女性,13歲,0.00011
952,2027,116,總計,14歲,0.00016
953,2027,116,男性,14歲,0.0002
954,2027,116,女性,14歲,0.00013
955,2027,116,總計,15歲,0.00021
956,2027,116,男性,15歲,0.00028
957,2027,116,女性,15歲,0.00014
958,2027,116,總計,16歲,0.00025
959,2027,116,男性,16歲,0.00035
960,2027,116,女性,16歲,0.00016
961,2027,116,總計,17歲,0.0003
962,2027,116,男性,17歲,0.00042
963,2027,116,女性,17歲,0.00018
964,2027,116,總計,18歲,0.00034
965,2027,116,男性,18歲,0.00049
966,2027,116,女性,18歲,0.0002
967,2027,116,總計,19歲,0.00037
968,2027,116,男性,19歲,0.00052
969,2027,116,女性,19歲,0.00022
970,2027,116,總計,20歲,0.00038
971,2027,116,男性,20歲,0.00053
972,2027,116,女性,20歲,0.00023
973,2027,116,總計,21歲,0.00039
974,2027,116,男性,21歲,0.00054
975,2027,116,女性,21歲,0.00024
976,2027,116,總計,22歲,0.0004
977,2027,116,男性,22歲,0.00055
978,2027,116,女性,22歲,0.00024
979,2027,116,總計,23歲,0.0004
980,2027,116,男性,23歲,0.00055
981,2027,116,女性,23歲,0.00026
982,2027,116,總計,24歲,0.0004
983,2027,116,男性,24歲,0.00054
984,2027,116,女性,24歲,0.00026
985,2027,116,總計,25歲,0.0004
986,2027,116,男性,25歲,0.00053
987,2027,116,女性,25歲,0.00027
988,2027,116,總計,26歲,0.0004
989,2027,116,男性,26歲,0.00053
990,2027,116,女性,26歲,0.00028
991,2027,116,總計,27歲,0.00042
992,2027,116,男性,27歲,0.00054
993,2027,116,女性,27歲,0.0003
994,2027,116,總計,28歲,0.00044
995,2027,116,男性,28歲,0.00057
996,2027,116,女性,28歲,0.00032
997,2027,116,總計,29歲,0.00048
998,2027,116,男性,29歲,0.00061
999,2027,116,女性,29歲,0.00035
1000,2027,116,總計,30歲,0.00052
1001,2027,116,男性,30歲,0.00067
1002,2027,116,女性,30歲,0.00038
1003,2027,116,總計,31歲,0.00057
1004,2027,116,男性,31歲,0.00073
1005,2027,116,女性,31歲,0.00041
1006,2027,116,總計,32歲,0.00063
1007,2027,116,男性,32歲,0.00081
1008,2027,116,女性,32歲,0.00045
1009,2027,116,總計,33歲,0.00069
1010,2027,116,男性,33歲,0.0009
1011,2027,116,女性,33歲,0.00048
1012,2027,116,總計,34歲,0.00075
1013,2027,116,男性,34歲,0.00099
1014,2027,116,女性,34歲,0.00051
1015,2027,116,總計,35歲,0.00082
1016,2027,116,男性,35歲,0.0011
1017,2027,116,女性,35歲,0.00054
1018,2027,116,總計,36歲,0.0009
1019,2027,116,男性,36歲,0.00122
1020,2027,116,女性,36歲,0.00058
1021,2027,116,總計,37歲,0.00099
1022,2027,116,男性,37歲,0.00136
1023,2027,116,女性,37歲,0.00063
1024,2027,116,總計,38歲,0.0011
1025,2027,116,男性,38歲,0.00152
1026,2027,116,女性,38歲,0.00068
1027,2027,116,總計,39歲,0.00121
1028,2027,116,男性,39歲,0.00169
1029,2027,116,女性,39歲,0.00074
1030,2027,116,總計,40歲,0.00134
1031,2027,116,男性,40歲,0.00189
1032,2027,116,女性,40歲,0.0008
1033,2027,116,總計,41歲,0.00148
1034,2027,116,男性,41歲,0.0021
1035,2027,116,女性,41歲,0.00086
1036,2027,116,總計,42歲,0.00163
1037,2027,116,男性,42歲,0.00232
1038,2027,116,女性,42歲,0.00094
1039,2027,116,總計,43歲,0.0018
1040,2027,116,男性,43歲,0.00257
1041,2027,116,女性,43歲,0.00103
1042,2027,116,總計,44歲,0.00197
1043,2027,116,男性,44歲,0.00284
1044,2027,116,女性,44歲,0.00112
1045,2027,116,總計,45歲,0.00216
1046,2027,116,男性,45歲,0.00311
1047,2027,116,女性,45歲,0.00123
1048,2027,116,總計,46歲,0.00237
1049,2027,116,男性,46歲,0.00341
1050,2027,116,女性,46歲,0.00134
1051,2027,116,總計,47歲,0.00258
1052,2027,116,男性,47歲,0.00372
1053,2027,116,女性,47歲,0.00146
1054,2027,116,總計,48歲,0.0028
1055,2027,116,男性,48歲,0.00405
1056,2027,116,女性,48歲,0.00159
1057,2027,116,總計,49歲,0.00305
1058,2027,116,男性,49歲,0.00441
1059,2027,116,女性,49歲,0.00173
1060,2027,116,總計,50歲,0.00332
1061,2027,116,男性,50歲,0.0048
1062,2027,116,女性,50歲,0.00187
1063,2027,116,總計,51歲,0.0036
1064,2027,116,男性,51歲,0.00522
1065,2027,116,女性,51歲,0.00202
1066,2027,116,總計,52歲,0.00388
1067,2027,116,男性,52歲,0.00565
1068,2027,116,女性,52歲,0.00217
1069,2027,116,總計,53歲,0.00417
1070,2027,116,男性,53歲,0.00609
1071,2027,116,女性,53歲,0.00233
1072,2027,116,總計,54歲,0.00443
1073,2027,116,男性,54歲,0.00645
1074,2027,116,女性,54歲,0.0025
1075,2027,116,總計,55歲,0.00469
1076,2027,116,男性,55歲,0.00683
1077,2027,116,女性,55歲,0.00265
1078,2027,116,總計,56歲,0.00498
1079,2027,116,男性,56歲,0.00724
1080,2027,116,女性,56歲,0.00284
1081,2027,116,總計,57歲,0.00532
1082,2027,116,男性,57歲,0.00772
1083,2027,116,女性,57歲,0.00306
1084,2027,116,總計,58歲,0.00569
1085,2027,116,男性,58歲,0.00824
1086,2027,116,女性,58歲,0.00328
1087,2027,116,總計,59歲,0.00608
1088,2027,116,男性,59歲,0.00878
1089,2027,116,女性,59歲,0.00354
1090,2027,116,總計,60歲,0.0065
1091,2027,116,男性,60歲,0.00935
1092,2027,116,女性,60歲,0.00384
1093,2027,116,總計,61歲,0.00695
1094,2027,116,男性,61歲,0.00995
1095,2027,116,女性,61歲,0.00416
1096,2027,116,總計,62歲,0.00745
1097,2027,116,男性,62歲,0.01063
1098,2027,116,女性,62歲,0.00452
1099,2027,116,總計,63歲,0.00803
1100,2027,116,男性,63歲,0.01141
1101,2027,116,女性,63歲,0.00493
1102,2027,116,總計,64歲,0.00869
1103,2027,116,男性,64歲,0.01229
1104,2027,116,女性,64歲,0.00541
1105,2027,116,總計,65歲,0.00942
1106,2027,116,男性,65歲,0.01326
1107,2027,116,女性,65歲,0.00595
1108,2027,116,總計,66歲,0.01027
1109,2027,116,男性,66歲,0.01436
1110,2027,116,女性,66歲,0.00659
1111,2027,116,總計,67歲,0.01125
1112,2027,116,男性,67歲,0.01565
1113,2027,116,女性,67歲,0.00733
1114,2027,116,總計,68歲,0.01235
1115,2027,116,男性,68歲,0.01707
1116,2027,116,女性,68歲,0.00817
1117,2027,116,總計,69歲,0.01359
1118,2027,116,男性,69歲,0.01867
1119,2027,116,女性,69歲,0.00914
1120,2027,116,總計,70歲,0.01497
1121,2027,116,男性,70歲,0.02042
1122,2027,116,女性,70歲,0.01023
1123,2027,116,總計,71歲,0.01649
1124,2027,116,男性,71歲,0.02236
1125,2027,116,女性,71歲,0.01146
1126,2027,116,總計,72歲,0.01818
1127,2027,116,男性,72歲,0.0245
1128,2027,116,女性,72歲,0.01283
1129,2027,116,總計,73歲,0.02009
1130,2027,116,男性,73歲,0.02694
1131,2027,116,女性,73歲,0.01434
1132,2027,116,總計,74歲,0.02223
1133,2027,116,男性,74歲,0.02968
1134,2027,116,女性,74歲,0.01606
1135,2027,116,總計,75歲,0.0246
1136,2027,116,男性,75歲,0.03274
1137,2027,116,女性,75歲,0.01796
1138,2027,116,總計,76歲,0.02718
1139,2027,116,男性,76歲,0.03605
1140,2027,116,女性,76歲,0.02004
1141,2027,116,總計,77歲,0.03002
1142,2027,116,男性,77歲,0.03968
1143,2027,116,女性,77歲,0.02237
1144,2027,116,總計,78歲,0.03315
1145,2027,116,男性,78歲,0.04368
1146,2027,116,女性,78歲,0.02498
1147,2027,116,總計,79歲,0.03659
1148,2027,116,男性,79歲,0.04803
1149,2027,116,女性,79歲,0.02787
1150,2027,116,總計,80歲,0.04062
1151,2027,116,男性,80歲,0.05275
1152,2027,116,女性,80歲,0.03157
1153,2027,116,總計,81歲,0.04504
1154,2027,116,男性,81歲,0.05789
1155,2027,116,女性,81歲,0.03566
1156,2027,116,總計,82歲,0.04986
1157,2027,116,男性,82歲,0.06346
1158,2027,116,女性,82歲,0.04016
1159,2027,116,總計,83歲,0.05509
1160,2027,116,男性,83歲,0.06942
1161,2027,116,女性,83歲,0.04512
1162,2027,116,總計,84歲,0.06074
1163,2027,116,男性,84歲,0.07579
1164,2027,116,女性,84歲,0.05054
1165,2027,116,總計,85歲,0.06902
1166,2027,116,男性,85歲,0.08431
1167,2027,116,女性,85歲,0.05893
1168,2027,116,總計,86歲,0.07569
1169,2027,116,男性,86歲,0.0917
1170,2027,116,女性,86歲,0.06541
1171,2027,116,總計,87歲,0.0829
1172,2027,116,男性,87歲,0.09964
1173,2027,116,女性,87歲,0.07245
1174,2027,116,總計,88歲,0.09068
1175,2027,116,男性,88歲,0.10813
1176,2027,116,女性,88歲,0.08011
1177,2027,116,總計,89歲,0.09907
1178,2027,116,男性,89歲,0.11716
1179,2027,116,女性,89歲,0.08844
1180,2027,116,總計,90歲,0.10816
1181,2027,116,男性,90歲,0.12683
1182,2027,116,女性,90歲,0.09754
1183,2027,116,總計,91歲,0.11805
1184,2027,116,男性,91歲,0.13718
1185,2027,116,女性,91歲,0.10752
1186,2027,116,總計,92歲,0.12875
1187,2027,116,男性,92歲,0.14821
1188,2027,116,女性,92歲,0.1184
1189,2027,116,總計,93歲,0.14025
1190,2027,116,男性,93歲,0.15987
1191,2027,116,女性,93歲,0.13016
1192,2027,116,總計,94歲,0.15253
1193,2027,116,男性,94歲,0.17215
1194,2027,116,女性,94歲,0.14279
1195,2027,116,總計,95歲,0.16583
1196,2027,116,男性,95歲,0.18518
1197,2027,116,女性,95歲,0.15656
1198,2027,116,總計,96歲,0.17976
1199,2027,116,男性,96歲,0.19863
1200,2027,116,女性,96歲,0.17102
1201,2027,116,總計,97歲,0.19433
1202,2027,116,男性,97歲,0.21256
1203,2027,116,女性,97歲,0.18617
1204,2027,116,總計,98歲,0.20977
1205,2027,116,男性,98歲,0.22708
1206,2027,116,女性,98歲,0.20227
1207,2027,116,總計,99歲,0.22605
1208,2027,116,男性,99歲,0.24216
1209,2027,116,女性,99歲,0.21929
1210,2027,116,總計,100歲及以上,1
1211,2027,116,男性,100歲及以上,1
1212,2027,116,女性,100歲及以上,1
1213,2028,117,總計,0歲,0.00355
1214,2028,117,男性,0歲,0.00379
1215,2028,117,女性,0歲,0.0033
1216,2028,117,總計,1歲,0.00023
1217,2028,117,男性,1歲,0.00025
1218,2028,117,女性,1歲,0.0002
1219,2028,117,總計,2歲,0.00015
1220,2028,117,男性,2歲,0.00016
1221,2028,117,女性,2歲,0.00014
1222,2028,117,總計,3歲,0.00012
1223,2028,117,男性,3歲,0.00013
1224,2028,117,女性,3歲,0.0001
1225,2028,117,總計,4歲,0.0001
1226,2028,117,男性,4歲,0.0001
1227,2028,117,女性,4歲,9E-05
1228,2028,117,總計,5歲,9E-05
1229,2028,117,男性,5歲,0.0001
1230,2028,117,女性,5歲,8E-05
1231,2028,117,總計,6歲,8E-05
1232,2028,117,男性,6歲,9E-05
1233,2028,117,女性,6歲,8E-05
1234,2028,117,總計,7歲,8E-05
1235,2028,117,男性,7歲,8E-05
1236,2028,117,女性,7歲,8E-05
1237,2028,117,總計,8歲,7E-05
1238,2028,117,男性,8歲,8E-05
1239,2028,117,女性,8歲,7E-05
1240,2028,117,總計,9歲,7E-05
1241,2028,117,男性,9歲,7E-05
1242,2028,117,女性,9歲,7E-05
1243,2028,117,總計,10歲,8E-05
1244,2028,117,男性,10歲,8E-05
1245,2028,117,女性,10歲,8E-05
1246,2028,117,總計,11歲,9E-05
1247,2028,117,男性,11歲,9E-05
1248,2028,117,女性,11歲,8E-05
1249,2028,117,總計,12歲,0.0001
1250,2028,117,男性,12歲,0.00011
1251,2028,117,女性,12歲,0.0001
1252,2028,117,總計,13歲,0.00013
1253,2028,117,男性,13歲,0.00014
1254,2028,117,女性,13歲,0.00011
1255,2028,117,總計,14歲,0.00016
1256,2028,117,男性,14歲,0.0002
1257,2028,117,女性,14歲,0.00012
1258,2028,117,總計,15歲,0.0002
1259,2028,117,男性,15歲,0.00027
1260,2028,117,女性,15歲,0.00014
1261,2028,117,總計,16歲,0.00025
1262,2028,117,男性,16歲,0.00034
1263,2028,117,女性,16歲,0.00015
1264,2028,117,總計,17歲,0.00029
1265,2028,117,男性,17歲,0.00041
1266,2028,117,女性,17歲,0.00018
1267,2028,117,總計,18歲,0.00034
1268,2028,117,男性,18歲,0.00047
1269,2028,117,女性,18歲,0.0002
1270,2028,117,總計,19歲,0.00036
1271,2028,117,男性,19歲,0.0005
1272,2028,117,女性,19歲,0.00022
1273,2028,117,總計,20歲,0.00037
1274,2028,117,男性,20歲,0.00052
1275,2028,117,女性,20歲,0.00023
1276,2028,117,總計,21歲,0.00038
1277,2028,117,男性,21歲,0.00053
1278,2028,117,女性,21歲,0.00023
1279,2028,117,總計,22歲,0.00039
1280,2028,117,男性,22歲,0.00053
1281,2028,117,女性,22歲,0.00024
1282,2028,117,總計,23歲,0.00039
1283,2028,117,男性,23歲,0.00054
1284,2028,117,女性,23歲,0.00025
1285,2028,117,總計,24歲,0.0004
1286,2028,117,男性,24歲,0.00053
1287,2028,117,女性,24歲,0.00026
1288,2028,117,總計,25歲,0.00039
1289,2028,117,男性,25歲,0.00052
1290,2028,117,女性,25歲,0.00027
1291,2028,117,總計,26歲,0.0004
1292,2028,117,男性,26歲,0.00051
