統計期,性別,總計,未滿1~4歲,未滿1歲,1歲,2歲,3歲,4歲,5~9歲,5歲,6歲,7歲,8歲,9歲,10~14歲,10歲,11歲,12歲,13歲,14歲,15~19歲,15歲,16歲,17歲,18歲,19歲,20~24歲,20歲,21歲,22歲,23歲,24歲,25~29歲,25歲,26歲,27歲,28歲,29歲,30~34歲,30歲,31歲,32歲,33歲,34歲,35~39歲,35歲,36歲,37歲,38歲,39歲,40~44歲,40歲,41歲,42歲,43歲,44歲,45~49歲,45歲,46歲,47歲,48歲,49歲,50~54歲,50歲,51歲,52歲,53歲,54歲,55~59歲,55歲,56歲,57歲,58歲,59歲,60~64歲,60歲,61歲,62歲,63歲,64歲,65~69歲,65歲,66歲,67歲,68歲,69歲,70~74歲,70歲,71歲,72歲,73歲,74歲,75~79歲,75歲,76歲,77歲,78歲,79歲,80~84歲,80歲,81歲,82歲,83歲,84歲,85~89歲,85歲,86歲,87歲,88歲,89歲,90~94歲,90歲,91歲,92歲,93歲,94歲,95~99歲,95歲,96歲,97歲,98歲,99歲,100歲以上
111年 3月底,總計,2490445,95141,15491,17286,19584,20486,22294,118950,23968,23469,24008,21737,25768,107007,23508,19918,21339,20627,21615,101483,20428,19659,19927,19932,21537,124018,21542,26042,25315,23598,27521,142559,27978,28814,28626,28480,28661,153358,28534,30734,30216,33186,30688,184483,30474,34488,38031,39298,42192,211979,44036,42798,43776,42564,38805,192028,44723,37959,37042,36353,35951,186951,36917,37927,38056,37639,36412,187254,36288,37008,38208,38059,37691,183519,36969,36671,37042,37911,34926,174655,36686,36199,34905,33601,33264,135934,32832,29566,27707,24326,21503,74485,17581,12873,14753,15033,14245,57951,13333,12979,11755,10589,9295,33692,8188,7553,6636,5952,5363,18220,5018,4222,3587,3016,2377,5686,1952,1430,1003,750,551,1092
111年 3月底,男,1186053,49190,8061,8948,10082,10567,11532,61431,12398,12159,12335,11232,13307,55710,12282,10387,11127,10735,11179,53082,10536,10416,10498,10398,11234,64268,11105,13508,13173,12278,14204,72586,14319,14756,14686,14391,14434,75255,14376,15356,14899,15957,14667,86946,14246,16184,17856,18634,20026,99133,20688,20011,20458,19860,18116,89231,20887,17387,17149,17114,16694,86177,17089,17586,17412,17343,16747,86700,16872,17143,17712,17613,17360,84304,16961,17023,16908,17348,16064,80515,16713,16775,16239,15539,15249,61368,14967,13348,12358,11008,9687,32600,7963,5715,6398,6393,6131,23287,5522,5348,4693,4171,3553,13075,3039,2869,2565,2375,2227,8071,2143,1892,1603,1376,1057,2596,878,673,445,322,278,528
111年 3月底,女,1304392,45951,7430,8338,9502,9919,10762,57519,11570,11310,11673,10505,12461,51297,11226,9531,10212,9892,10436,48401,9892,9243,9429,9534,10303,59750,10437,12534,12142,11320,13317,69973,13659,14058,13940,14089,14227,78103,14158,15378,15317,17229,16021,97537,16228,18304,20175,20664,22166,112846,23348,22787,23318,22704,20689,102797,23836,20572,19893,19239,19257,100774,19828,20341,20644,20296,19665,100554,19416,19865,20496,20446,20331,99215,20008,19648,20134,20563,18862,94140,19973,19424,18666,18062,18015,74566,17865,16218,15349,13318,11816,41885,9618,7158,8355,8640,8114,34664,7811,7631,7062,6418,5742,20617,5149,4684,4071,3577,3136,10149,2875,2330,1984,1640,1320,3090,1074,757,558,428,273,564
111年 4月底,總計,2478124,93933,15314,17106,19313,20151,22049,117967,23699,23220,23865,21828,25355,106955,23583,20070,21270,20531,21501,100864,20427,19484,19814,19790,21349,123277,21420,25668,25257,23809,27123,141666,27779,28606,28421,28362,28498,152216,28440,30349,30319,32484,30624,182787,30426,33976,37701,38853,41831,211131,43515,42923,43337,42427,38929,191167,44183,38014,37084,36075,35811,186053,36705,37729,37694,37679,36246,186288,36023,36804,37946,37805,37710,182878,36778,36598,36632,37752,35118,173689,36146,36087,35091,33492,32873,135770,32672,29367,27029,25520,21182,74939,18290,12733,14667,15040,14209,57991,13301,12962,11710,10712,9306,33592,8158,7505,6708,5930,5291,18187,5026,4217,3558,3014,2372,5691,1993,1389,1018,749,542,1083
111年 4月底,男,1179782,48567,7919,8855,10017,10333,11443,60913,12276,11995,12315,11273,13054,55712,12314,10441,11123,10684,11150,52729,10531,10290,10458,10338,11112,63913,11052,13305,13179,12379,13998,72210,14220,14719,14533,14395,14343,74713,14292,15184,14995,15607,14635,86142,14290,15895,17698,18389,19870,98706,20413,20128,20189,19758,18218,88697,20578,17479,17080,16952,16608,85717,17009,17409,17332,17337,16630,86197,16706,17037,17631,17504,17319,84000,16866,16997,16702,17306,16129,80040,16442,16724,16309,15519,15046,61362,14910,13322,12054,11491,9585,32741,8222,5610,6377,6424,6108,23293,5511,5359,4623,4252,3548,12986,3022,2848,2568,2374,2174,8033,2129,1886,1598,1364,1056,2585,890,652,458,313,272,526
111年 4月底,女,1298342,45366,7395,8251,9296,9818,10606,57054,11423,11225,11550,10555,12301,51243,11269,9629,10147,9847,10351,48135,9896,9194,9356,9452,10237,59364,10368,12363,12078,11430,13125,69456,13559,13887,13888,13967,14155,77503,14148,15165,15324,16877,15989,96645,16136,18081,20003,20464,21961,112425,23102,22795,23148,22669,20711,102470,23605,20535,20004,19123,19203,100336,19696,20320,20362,20342,19616,100091,19317,19767,20315,20301,20391,98878,19912,19601,19930,20446,18989,93649,19704,19363,18782,17973,17827,74408,17762,16045,14975,14029,11597,42198,10068,7123,8290,8616,8101,34698,7790,7603,7087,6460,5758,20606,5136,4657,4140,3556,3117,10154,2897,2331,1960,1650,1316,3106,1103,737,560,436,270,557
111年 5月底,總計,2470599,92646,14895,17014,19024,19960,21753,117326,23479,23139,23730,21879,25099,107104,23685,20354,21140,20522,21403,100337,20301,19370,19853,19716,21097,122570,21291,25379,25154,23986,26760,141222,27625,28501,28339,28248,28509,151550,28356,30008,30448,32167,30571,181500,30405,33603,37464,38519,41509,210795,43230,42859,43254,42461,38991,190523,43583,38335,37031,35973,35601,185683,36627,37520,37793,37510,36233,185645,35906,36675,37777,37684,37603,182806,36883,36467,36415,37565,35476,173153,35779,36137,35131,33571,32535,136357,32584,30043,27164,25084,21482,75070,18419,12814,14545,15037,14255,57945,13330,12828,11747,10681,9359,33541,8192,7461,6685,5913,5290,18093,4979,4194,3552,3008,2360,5631,1946,1404,1014,753,514,1102
111年 5月底,男,1175883,47899,7697,8777,9864,10239,11322,60541,12122,12005,12206,11329,12879,55816,12368,10622,10979,10754,11093,52455,10439,10233,10478,10284,11021,63518,10964,13140,13155,12473,13786,72036,14171,14690,14475,14368,14332,74352,14235,15031,15064,15433,14589,85632,14367,15709,17584,18219,19753,98564,20269,20136,20131,19675,18353,88340,20261,17646,17052,16859,16522,85533,16949,17309,17376,17265,16634,85853,16614,16873,17647,17435,17284,83921,16889,16945,16604,17215,16268,79816,16298,16646,16339,15552,14981,61547,14811,13600,12102,11323,9711,32801,8296,5648,6283,6456,6118,23255,5507,5319,4641,4258,3530,12943,3053,2816,2554,2345,2175,7968,2105,1870,1580,1366,1047,2552,861,657,462,316,256,541
111年 5月底,女,1294716,44747,7198,8237,9160,9721,10431,56785,11357,11134,11524,10550,12220,51288,11317,9732,10161,9768,10310,47882,9862,9137,9375,9432,10076,59052,10327,12239,11999,11513,12974,69186,13454,13811,13864,13880,14177,77198,14121,14977,15384,16734,15982,95868,16038,17894,19880,20300,21756,112231,22961,22723,23123,22786,20638,102183,23322,20689,19979,19114,19079,100150,19678,20211,20417,20245,19599,99792,19292,19802,20130,20249,20319,98885,19994,19522,19811,20350,19208,93337,19481,19491,18792,18019,17554,74810,17773,16443,15062,13761,11771,42269,10123,7166,8262,8581,8137,34690,7823,7509,7106,6423,5829,20598,5139,4645,4131,3568,3115,10125,2874,2324,1972,1642,1313,3079,1085,747,552,437,258,561
111年 6月底,總計,2464452,91735,14633,16999,18882,19736,21485,116968,23402,23024,23720,21960,24862,107524,23783,20679,21086,20577,21399,99966,20225,19398,19860,19567,20916,122088,21327,24999,25121,24012,26629,140976,27582,28405,28260,28215,28514,150812,28255,29644,30565,31652,30696,180299,30572,33094,37216,38241,41176,210645,42975,42960,43039,42559,39112,190304,43251,38621,37149,35723,35560,185302,36649,37381,37611,37498,36163,185230,35856,36667,37801,37519,37387,182609,36946,36462,36283,37192,35726,172844,35564,36031,35220,33483,32546,136354,32289,30537,27099,25053,21376,74935,18455,12997,14335,15040,14108,57888,13301,12802,11778,10678,9329,33407,8184,7426,6690,5829,5278,17939,4920,4153,3514,3016,2336,5526,1873,1424,986,742,501,1101
111年 6月底,男,1172552,47455,7570,8769,9770,10121,11225,60354,12013,12009,12223,11331,12778,55956,12403,10786,10903,10809,11055,52274,10408,10279,10488,10177,10922,63254,11032,12900,13145,12490,13687,71909,14165,14617,14445,14351,14331,74008,14178,14849,15099,15260,14622,85062,14451,15509,17442,18055,19605,98432,20173,20151,20017,19729,18362,88223,20144,17760,17088,16680,16551,85330,16955,17237,17287,17230,16621,85671,16608,16805,17716,17310,17232,83807,16895,16911,16572,16985,16444,79608,16145,16634,16318,15519,14992,61519,14670,13876,11999,11330,9644,32727,8296,5770,6139,6479,6043,23218,5506,5312,4618,4280,3502,12855,3075,2776,2556,2292,2156,7846,2065,1835,1562,1371,1013,2506,838,667,450,309,242,538
111年 6月底,女,1291900,44280,7063,8230,9112,9615,10260,56614,11389,11015,11497,10629,12084,51568,11380,9893,10183,9768,10344,47692,9817,9119,9372,9390,9994,58834,10295,12099,11976,11522,12942,69067,13417,13788,13815,13864,14183,76804,14077,14795,15466,16392,16074,95237,16121,17585,19774,20186,21571,112213,22802,22809,23022,22830,20750,102081,23107,20861,20061,19043,19009,99972,19694,20144,20324,20268,19542,99559,19248,19862,20085,20209,20155,98802,20051,19551,19711,20207,19282,93236,19419,19397,18902,17964,17554,74835,17619,16661,15100,13723,11732,42208,10159,7227,8196,8561,8065,34670,7795,7490,7160,6398,5827,20552,5109,4650,4134,3537,3122,10093,2855,2318,1952,1645,1323,3020,1035,757,536,433,259,563
111年 7月底,總計,2462482,90963,14423,16829,18589,19764,21358,116544,23222,22822,23748,22245,24507,108049,23960,21085,21013,20641,21350,99794,20225,19463,19784,19520,20802,121433,21271,24547,25225,24165,26225,140727,27659,28243,28230,28185,28410,150611,28286,29434,30809,31220,30862,179157,30657,32693,36960,38012,40835,210951,42979,42921,42903,42656,39492,190553,42817,39182,37038,35921,35595,185197,36500,37316,37602,37482,36297,185269,35889,36714,37687,37391,37588,182479,36899,36302,36303,36946,36029,173002,35305,36111,35447,33236,32903,136755,32108,31111,27093,25102,21341,75169,18688,13108,14261,15091,14021,58031,13444,12738,11805,10663,9381,33387,8187,7427,6633,5852,5288,17809,4866,4114,3508,2975,2346,5502,1882,1410,977,730,503,1100
111年 7月底,男,1171248,47038,7440,8720,9652,10102,11124,60153,11961,11882,12228,11497,12585,56211,12487,10958,10864,10863,11039,52140,10396,10251,10496,10144,10853,62984,11014,12642,13229,12545,13554,71646,14177,14479,14404,14365,14221,73966,14180,14748,15261,15092,14685,84518,14491,15304,17355,17954,19414,98570,20208,20106,19918,19839,18499,88296,19995,17984,16978,16798,16541,85223,16855,17207,17313,17202,16646,85674,16642,16841,17572,17309,17310,83725,16852,16791,16674,16823,16585,79663,15969,16691,16435,15390,15178,61701,14582,14130,12018,11355,9616,32831,8401,5841,6124,6522,5943,23300,5626,5253,4630,4263,3528,12820,3099,2781,2507,2289,2144,7787,2026,1821,1564,1351,1025,2463,823,657,437,308,238,539
111年 7月底,女,1291234,43925,6983,8109,8937,9662,10234,56391,11261,10940,11520,10748,11922,51838,11473,10127,10149,9778,10311,47654,9829,9212,9288,9376,9949,58449,10257,11905,11996,11620,12671,69081,13482,13764,13826,13820,14189,76645,14106,14686,15548,16128,16177,94639,16166,17389,19605,20058,21421,112381,22771,22815,22985,22817,20993,102257,22822,21198,20060,19123,19054,99974,19645,20109,20289,20280,19651,99595,19247,19873,20115,20082,20278,98754,20047,19511,19629,20123,19444,93339,19336,19420,19012,17846,17725,75054,17526,16981,15075,13747,11725,42338,10287,7267,8137,8569,8078,34731,7818,7485,7175,6400,5853,20567,5088,4646,4126,3563,3144,10022,2840,2293,1944,1624,1321,3039,1059,753,540,422,265,561
111年 8月底,總計,2461695,90186,14294,16756,18382,19542,21212,116101,23129,22708,23662,22509,24093,108466,24332,21434,20767,20734,21199,99616,20270,19446,19737,19496,20667,120851,21127,24213,25303,24287,25921,140570,27609,28145,28261,28160,28395,150411,28296,29258,30921,30949,30987,178081,30780,32297,36645,37903,40456,211164,42726,43133,42609,42832,39864,190707,42039,40082,36630,36419,35537,185103,36237,37321,37546,37584,36415,185263,35942,36712,37502,37479,37628,182680,36860,36298,36531,36874,36117,173371,34708,36805,35722,33127,33009,137585,32177,31339,27140,25546,21383,75574,19008,13361,14091,15045,14069,58116,13514,12736,11804,10703,9359,33469,8305,7386,6694,5843,5241,17793,4847,4106,3529,2938,2373,5500,1871,1405,998,733,493,1088
111年 8月底,男,1170539,46591,7363,8635,9573,9993,11027,59934,11881,11829,12192,11609,12423,56372,12626,11135,10745,10906,10960,52069,10474,10216,10421,10173,10785,62694,10948,12472,13241,12602,13431,71555,14154,14401,14369,14412,14219,73799,14158,14667,15300,15014,14660,83989,14613,15080,17208,17869,19219,98729,20157,20135,19809,19932,18696,88389,19631,18411,16730,17054,16563,85142,16696,17216,17277,17245,16708,85639,16614,16836,17476,17400,17313,83815,16845,16786,16770,16832,16582,79777,15687,16981,16518,15401,15190,62113,14585,14237,12098,11577,9616,33003,8517,6011,6069,6450,5956,23359,5680,5269,4615,4280,3515,12819,3161,2753,2500,2289,2116,7747,1993,1807,1601,1305,1041,2468,835,652,453,300,228,536
111年 8月底,女,1291156,43595,6931,8121,8809,9549,10185,56167,11248,10879,11470,10900,11670,52094,11706,10299,10022,9828,10239,47547,9796,9230,9316,9323,9882,58157,10179,11741,12062,11685,12490,69015,13455,13744,13892,13748,14176,76612,14138,14591,15621,15935,16327,94092,16167,17217,19437,20034,21237,112435,22569,22998,22800,22900,21168,102318,22408,21671,19900,19365,18974,99961,19541,20105,20269,20339,19707,99624,19328,19876,20026,20079,20315,98865,20015,19512,19761,20042,19535,93594,19021,19824,19204,17726,17819,75472,17592,17102,15042,13969,11767,42571,10491,7350,8022,8595,8113,34757,7834,7467,7189,6423,5844,20650,5144,4633,4194,3554,3125,10046,2854,2299,1928,1633,1332,3032,1036,753,545,433,265,552
111年 9月底,總計,2460932,89478,14116,16795,18065,19501,21001,115525,22728,22920,23530,22724,23623,108554,24679,21747,20308,20764,21056,99287,20273,19538,19588,19514,20374,119770,21173,23572,25499,24397,25129,140825,27824,28260,28081,28253,28407,150213,28265,29022,30945,30686,31295,176942,30818,32016,36079,37800,40229,211375,42545,43313,42330,42804,40383,190754,41145,41028,36482,36503,35596,185180,36016,37174,37602,37741,36647,185078,35756,36643,37389,37632,37658,182958,36898,36276,36667,36803,36314,173815,34415,37264,35883,33186,33067,138828,32477,31427,27339,26050,21535,76094,19276,13961,13679,15000,14178,58352,13544,12751,11866,10794,9397,33518,8391,7268,6780,5872,5207,17791,4855,4067,3515,2952,2402,5505,1868,1401,1018,733,485,1090
111年 9月底,男,1169771,46214,7263,8643,9433,9977,10898,59667,11688,11920,12165,11708,12186,56405,12786,11287,10537,10863,10932,51864,10455,10247,10323,10228,10611,62183,10971,12175,13292,12682,13063,71614,14245,14442,14281,14425,14221,73689,14092,14583,15333,14871,14810,83379,14644,14911,16916,17800,19108,98859,20069,20223,19734,19872,18961,88485,19211,18869,16700,16977,16728,85166,16582,17123,17336,17274,16851,85403,16490,16804,17347,17478,17284,83923,16882,16818,16796,16786,16641,80002,15568,17210,16576,15428,15220,62717,14673,14318,12213,11802,9711,33215,8601,6245,5940,6407,6022,23454,5676,5268,4664,4327,3519,12819,3217,2669,2556,2304,2073,7716,1972,1775,1596,1316,1057,2456,819,640,460,310,227,541
111年 9月底,女,1291161,43264,6853,8152,8632,9524,10103,55858,11040,11000,11365,11016,11437,52149,11893,10460,9771,9901,10124,47423,9818,9291,9265,9286,9763,57587,10202,11397,12207,11715,12066,69211,13579,13818,13800,13828,14186,76524,14173,14439,15612,15815,16485,93563,16174,17105,19163,20000,21121,112516,22476,23090,22596,22932,21422,102269,21934,22159,19782,19526,18868,100014,19434,20051,20266,20467,19796,99675,19266,19839,20042,20154,20374,99035,20016,19458,19871,20017,19673,93813,18847,20054,19307,17758,17847,76111,17804,17109,15126,14248,11824,42879,10675,7716,7739,8593,8156,34898,7868,7483,7202,6467,5878,20699,5174,4599,4224,3568,3134,10075,2883,2292,1919,1636,1345,3049,1049,761,558,423,258,549
111年 10月底,總計,2465610,88633,13849,16692,17858,19498,20736,114937,22628,22939,23350,23113,22907,109121,25251,22168,19842,20971,20889,99200,20383,19619,19385,19652,20161,118958,21354,22927,25752,24532,24393,141022,28120,27940,28218,28290,28454,150398,28398,28941,30990,30258,31811,175937,30727,31784,35593,38048,39785,212144,42445,43511,42037,43063,41088,191137,40049,42193,36312,36866,35717,185422,35829,37224,37787,37543,37039,185423,35654,36689,37592,37385,38103,183663,37037,36237,37080,36938,36371,174988,35111,36913,36329,33521,33114,140832,32867,31949,27775,26392,21849,77039,19564,14842,13171,15107,14355,58632,13535,12764,12042,10777,9514,33656,8362,7425,6810,5831,5228,17852,4823,4154,3519,2957,2399,5526,1870,1419,999,754,484,1090
111年 10月底,男,1171422,45820,7153,8572,9330,9944,10821,59316,11598,11958,12087,11837,11836,56731,13075,11516,10361,10913,10866,51772,10505,10210,10273,10295,10489,61733,11082,11852,13424,12751,12624,71737,14465,14242,14358,14465,14207,73844,14170,14577,15327,14701,15069,82876,14632,14773,16652,17946,18873,99217,19977,20367,19574,20028,19271,88685,18641,19501,16610,17083,16850,85228,16510,17116,17361,17212,17029,85458,16426,16856,17367,17384,17425,84166,16954,16767,17018,16815,16612,80426,15913,16945,16761,15610,15197,63590,14879,14502,12416,11932,9861,33701,8731,6644,5755,6473,6098,23587,5692,5248,4780,4282,3585,12828,3203,2728,2531,2276,2090,7707,1936,1816,1581,1308,1066,2461,829,638,463,306,225,539
111年 10月底,女,1294188,42813,6696,8120,8528,9554,9915,55621,11030,10981,11263,11276,11071,52390,12176,10652,9481,10058,10023,47428,9878,9409,9112,9357,9672,57225,10272,11075,12328,11781,11769,69285,13655,13698,13860,13825,14247,76554,14228,14364,15663,15557,16742,93061,16095,17011,18941,20102,20912,112927,22468,23144,22463,23035,21817,102452,21408,22692,19702,19783,18867,100194,19319,20108,20426,20331,20010,99965,19228,19833,20225,20001,20678,99497,20083,19470,20062,20123,19759,94562,19198,19968,19568,17911,17917,77242,17988,17447,15359,14460,11988,43338,10833,8198,7416,8634,8257,35045,7843,7516,7262,6495,5929,20828,5159,4697,4279,3555,3138,10145,2887,2338,1938,1649,1333,3065,1041,781,536,448,259,551
111年 11月底,總計,2472547,87997,13565,16748,17681,19397,20606,114455,22425,22841,23450,23351,22388,109335,25522,22639,19677,20931,20566,99326,20689,19746,19339,19615,19937,118406,21461,22353,25992,24814,23786,141323,28020,27815,28582,28385,28521,151041,28451,28971,31171,29871,32577,175192,30755,31226,35366,38078,39767,212494,42166,43597,42317,43097,41317,191744,39255,43287,36703,36640,35859,185753,35969,37024,37840,37824,37096,185882,35724,36815,37440,37707,38196,184615,37176,36436,37205,37150,36648,176579,35518,37051,36397,34203,33410,143038,33107,32468,28273,26711,22479,77903,19869,15454,13122,15074,14384,59101,13661,12852,12177,10870,9541,33829,8430,7464,6825,5862,5248,17896,4833,4183,3491,2983,2406,5546,1884,1426,995,755,486,1092
111年 11月底,男,1173910,45413,6954,8607,9190,9960,10702,59091,11539,11869,12207,11891,11585,56836,13217,11782,10263,10844,10730,51808,10706,10245,10253,10271,10333,61513,11195,11551,13520,12869,12378,71804,14374,14186,14528,14480,14236,74172,14201,14528,15436,14509,15498,82443,14634,14484,16534,17960,18831,99354,19859,20351,19721,20062,19361,88965,18258,20067,16764,16950,16926,85336,16600,17037,17362,17361,16976,85617,16435,16979,17265,17501,17437,84538,16996,16821,17121,16893,16707,81003,16067,16947,16841,15824,15324,64559,15019,14710,12613,12050,10167,34115,8846,6937,5698,6489,6145,23818,5776,5222,4875,4316,3629,12810,3165,2770,2526,2287,2062,7700,1946,1819,1559,1317,1059,2473,836,646,467,306,218,542
111年 11月底,女,1298637,42584,6611,8141,8491,9437,9904,55364,10886,10972,11243,11460,10803,52499,12305,10857,9414,10087,9836,47518,9983,9501,9086,9344,9604,56893,10266,10802,12472,11945,11408,69519,13646,13629,14054,13905,14285,76869,14250,14443,15735,15362,17079,92749,16121,16742,18832,20118,20936,113140,22307,23246,22596,23035,21956,102779,20997,23220,19939,19690,18933,100417,19369,19987,20478,20463,20120,100265,19289,19836,20175,20206,20759,100077,20180,19615,20084,20257,19941,95576,19451,20104,19556,18379,18086,78479,18088,17758,15660,14661,12312,43788,11023,8517,7424,8585,8239,35283,7885,7630,7302,6554,5912,21019,5265,4694,4299,3575,3186,10196,2887,2364,1932,1666,1347,3073,1048,780,528,449,268,550
111年 12月底,總計,2480681,87542,13411,16694,17530,19392,20515,114507,22150,23060,23434,23796,22067,110160,26091,23157,19369,21111,20432,99673,20935,19827,19340,19613,19958,118120,21530,21903,26374,24855,23458,142017,28098,27777,28885,28589,28668,152088,28751,28899,31352,29676,33410,174719,30788,30799,35126,38192,39814,213374,42087,43631,42464,43439,41753,192569,38572,44290,36885,36729,36093,185892,35923,36922,37880,38026,37141,186125,35693,37147,37148,37976,38161,185301,37328,36622,37258,37012,37081,177369,35630,37115,36491,34396,33737,144605,33157,32726,28912,26898,22912,78804,20334,15736,13262,14911,14561,59343,13660,12865,12289,10942,9587,33927,8475,7461,6882,5828,5281,17894,4772,4222,3512,2979,2409,5574,1882,1453,1009,730,500,1078
111年 12月底,男,1177022,45147,6867,8572,9131,9937,10640,59131,11364,11993,12191,12154,11429,57238,13478,12066,10081,10912,10701,51935,10824,10237,10262,10283,10329,61310,11206,11311,13696,12921,12176,72048,14403,14091,14723,14517,14314,74701,14392,14454,15514,14420,15921,81984,14583,14258,16446,17999,18698,99771,19861,20432,19851,20122,19505,89403,17930,20653,16818,16983,17019,85407,16573,16989,17417,17419,17009,85667,16412,17087,17187,17523,17458,84857,17091,16885,17162,16753,16966,81192,16010,16926,16904,15914,15438,65221,15110,14809,12893,12085,10324,34548,9014,7106,5756,6439,6233,23939,5782,5205,4976,4295,3681,12801,3186,2752,2532,2267,2064,7699,1923,1832,1557,1323,1064,2485,843,643,479,303,217,538
111年 12月底,女,1303659,42395,6544,8122,8399,9455,9875,55376,10786,11067,11243,11642,10638,52922,12613,11091,9288,10199,9731,47738,10111,9590,9078,9330,9629,56810,10324,10592,12678,11934,11282,69969,13695,13686,14162,14072,14354,77387,14359,14445,15838,15256,17489,92735,16205,16541,18680,20193,21116,113603,22226,23199,22613,23317,22248,103166,20642,23637,20067,19746,19074,100485,19350,19933,20463,20607,20132,100458,19281,20060,19961,20453,20703,100444,20237,19737,20096,20259,20115,96177,19620,20189,19587,18482,18299,79384,18047,17917,16019,14813,12588,44256,11320,8630,7506,8472,8328,35404,7878,7660,7313,6647,5906,21126,5289,4709,4350,3561,3217,10195,2849,2390,1955,1656,1345,3089,1039,810,530,427,283,540
112年 1月底,總計,2488043,87081,13244,16616,17363,19406,20452,114378,21942,23100,23413,24143,21780,110936,26507,23360,19553,21106,20410,99873,21130,19918,19411,19663,19751,117936,21512,21734,26333,25025,23332,142491,27827,27887,29287,28633,28857,152986,28875,28948,31518,29675,33970,174297,30847,30481,35032,38312,39625,214251,42076,43693,42738,43522,42222,193273,38174,45029,37098,36758,36214,186341,35852,36910,38092,38046,37441,186318,35963,36804,37231,38051,38269,186064,37478,36711,37407,36879,37589,177773,35655,37112,36605,34813,33588,146227,33428,32993,29096,27411,23299,79430,20804,16197,13033,14812,14584,59684,13707,12964,12334,10922,9757,34146,8552,7529,6870,5900,5295,17875,4710,4239,3564,2999,2363,5611,1888,1460,1016,735,512,1072
112年 1月底,男,1180304,44886,6784,8539,9012,9961,10590,59035,11291,11954,12214,12327,11249,57605,13680,12189,10191,10891,10654,52065,10952,10282,10300,10315,10216,61159,11205,11191,13675,12971,12117,72233,14271,14180,14887,14505,14390,75116,14437,14482,15573,14450,16174,81784,14674,14071,16434,18021,18584,100276,19931,20403,20032,20197,19713,89685,17704,21008,16955,16971,17047,85648,16568,17017,17564,17363,17136,85803,16564,16946,17240,17513,17540,85227,17213,16868,17199,16733,17214,81311,15994,16913,16947,16090,15367,65934,15273,14930,12994,12233,10504,34863,9238,7360,5633,6409,6223,24147,5834,5256,5006,4265,3786,12846,3200,2790,2500,2293,2063,7653,1910,1817,1556,1323,1047,2497,851,638,478,319,211,531
112年 1月底,女,1307739,42195,6460,8077,8351,9445,9862,55343,10651,11146,11199,11816,10531,53331,12827,11171,9362,10215,9756,47808,10178,9636,9111,9348,9535,56777,10307,10543,12658,12054,11215,70258,13556,13707,14400,14128,14467,77870,14438,14466,15945,15225,17796,92513,16173,16410,18598,20291,21041,113975,22145,23290,22706,23325,22509,103588,20470,24021,20143,19787,19167,100693,19284,19893,20528,20683,20305,100515,19399,19858,19991,20538,20729,100837,20265,19843,20208,20146,20375,96462,19661,20199,19658,18723,18221,80293,18155,18063,16102,15178,12795,44567,11566,8837,7400,8403,8361,35537,7873,7708,7328,6657,5971,21300,5352,4739,4370,3607,3232,10222,2800,2422,2008,1676,1316,3114,1037,822,538,416,301,541
112年 2月底,總計,2490133,86487,13267,16376,17210,19361,20273,114058,21588,23091,23185,24314,21880,111038,26304,23682,19680,20937,20435,99711,21258,20001,19326,19537,19589,117623,21543,21465,26109,25242,23264,142381,27678,28002,29042,28826,28833,153238,29007,28890,31393,29988,33960,173435,30687,30447,34731,38162,39408,214362,41862,43816,42689,43715,42280,193534,38147,45097,37312,36744,36234,186335,35891,36818,37979,38097,37550,186169,36289,36418,37119,38314,38029,186866,37645,37017,37050,37302,37852,178472,35297,37691,36313,35008,34163,147533,33456,33134,29894,27150,23899,80250,21084,16956,12886,14716,14608,59910,13752,12892,12417,11013,9836,34184,8590,7549,6889,5889,5267,17846,4726,4262,3523,2969,2366,5636,1905,1441,1039,723,528,1065
112年 2月底,男,1180829,44585,6783,8410,8939,9963,10490,58848,11129,11932,12071,12434,11282,57665,13604,12327,10262,10847,10625,51969,10986,10348,10252,10232,10151,60995,11210,11053,13546,13074,12112,72228,14237,14203,14750,14605,14433,75210,14460,14410,15511,14641,16188,81361,14564,14095,16260,17893,18549,100267,19767,20531,19927,20316,19726,89859,17738,21017,17077,16994,17033,85664,16535,16962,17592,17361,17214,85709,16666,16791,17198,17605,17449,85433,17305,16916,17080,16880,17252,81607,15999,17051,16759,16169,15629,66502,15274,15000,13370,12084,10774,35194,9384,7658,5615,6361,6176,24274,5878,5244,5035,4305,3812,12845,3224,2765,2519,2268,2069,7594,1893,1785,1552,1317,1047,2489,857,625,477,322,208,531
112年 2月底,女,1309304,41902,6484,7966,8271,9398,9783,55210,10459,11159,11114,11880,10598,53373,12700,11355,9418,10090,9810,47742,10272,9653,9074,9305,9438,56628,10333,10412,12563,12168,11152,70153,13441,13799,14292,14221,14400,78028,14547,14480,15882,15347,17772,92074,16123,16352,18471,20269,20859,114095,22095,23285,22762,23399,22554,103675,20409,24080,20235,19750,19201,100671,19356,19856,20387,20736,20336,100460,19623,19627,19921,20709,20580,101433,20340,20101,19970,20422,20600,96865,19298,20640,19554,18839,18534,81031,18182,18134,16524,15066,13125,45056,11700,9298,7271,8355,8432,35636,7874,7648,7382,6708,6024,21339,5366,4784,4370,3621,3198,10252,2833,2477,1971,1652,1319,3147,1048,816,562,401,320,534
