統計期,性別,總計,未滿1~4歲,未滿1歲,1歲,2歲,3歲,4歲,5~9歲,5歲,6歲,7歲,8歲,9歲,10~14歲,10歲,11歲,12歲,13歲,14歲,15~19歲,15歲,16歲,17歲,18歲,19歲,20~24歲,20歲,21歲,22歲,23歲,24歲,25~29歲,25歲,26歲,27歲,28歲,29歲,30~34歲,30歲,31歲,32歲,33歲,34歲,35~39歲,35歲,36歲,37歲,38歲,39歲,40~44歲,40歲,41歲,42歲,43歲,44歲,45~49歲,45歲,46歲,47歲,48歲,49歲,50~54歲,50歲,51歲,52歲,53歲,54歲,55~59歲,55歲,56歲,57歲,58歲,59歲,60~64歲,60歲,61歲,62歲,63歲,64歲,65~69歲,65歲,66歲,67歲,68歲,69歲,70~74歲,70歲,71歲,72歲,73歲,74歲,75~79歲,75歲,76歲,77歲,78歲,79歲,80~84歲,80歲,81歲,82歲,83歲,84歲,85~89歲,85歲,86歲,87歲,88歲,89歲,90~94歲,90歲,91歲,92歲,93歲,94歲,95~99歲,95歲,96歲,97歲,98歲,99歲,100歲以上
100年 1月底,總計,2622883,110174,19043,22505,22525,23661,22440,116964,22175,22244,22374,24647,25524,156575,31508,30485,28287,33539,32756,159469,34011,32234,31968,30992,30264,152846,32274,29443,33083,29455,28591,184810,32430,35349,36899,39104,41028,211068,41028,42616,42077,38765,46582,200317,39256,39641,39715,39926,41779,215038,43465,43519,43314,41811,42929,219435,43399,44456,44676,43863,43041,216495,43748,43633,44058,41723,43333,204632,42988,41339,40002,40078,40225,143072,34908,33229,28397,25847,20691,95292,17170,19624,20049,19472,18977,81011,18649,17365,15954,15056,13987,62512,13712,12668,12091,12180,11861,51331,11915,11077,10236,9436,8667,28865,7985,6394,5547,4806,4133,9920,3140,2441,1829,1454,1056,2552,792,639,474,455,192,505
100年 1月底,男,1264359,57091,9883,11611,11699,12220,11678,61169,11747,11750,11632,12865,13175,81652,16485,15929,14816,17443,16979,83015,17654,16796,16503,16148,15914,78456,16865,15237,16855,15176,14323,91072,16315,17710,18099,19222,19726,98211,19452,19897,19558,17785,21519,91132,17676,18022,18362,18119,18953,98159,19779,19713,19734,19086,19847,102484,20226,20701,20769,20556,20232,101316,20572,20320,20716,19397,20311,96870,20345,19615,18889,19021,19000,67063,16259,15436,13447,12138,9783,43386,7883,9038,9107,8951,8407,35329,8284,7623,6873,6493,6056,28997,5885,5733,5552,5833,5994,26957,6216,5809,5331,4977,4624,15268,4249,3345,2902,2621,2151,5159,1645,1297,945,726,546,1283,374,317,236,260,96,290
100年 1月底,女,1358524,53083,9160,10894,10826,11441,10762,55795,10428,10494,10742,11782,12349,74923,15023,14556,13471,16096,15777,76454,16357,15438,15465,14844,14350,74390,15409,14206,16228,14279,14268,93738,16115,17639,18800,19882,21302,112857,21576,22719,22519,20980,25063,109185,21580,21619,21353,21807,22826,116879,23686,23806,23580,22725,23082,116951,23173,23755,23907,23307,22809,115179,23176,23313,23342,22326,23022,107762,22643,21724,21113,21057,21225,76009,18649,17793,14950,13709,10908,51906,9287,10586,10942,10521,10570,45682,10365,9742,9081,8563,7931,33515,7827,6935,6539,6347,5867,24374,5699,5268,4905,4459,4043,13597,3736,3049,2645,2185,1982,4761,1495,1144,884,728,510,1269,418,322,238,195,96,215
100年 2月底,總計,2624791,110853,19217,22566,22601,23913,22556,116362,22051,22256,22218,24686,25151,156402,31232,30663,28247,33281,32979,159226,33647,32359,31960,31071,30189,152693,32086,29698,32991,29350,28568,184236,32192,35192,36699,38936,41217,211969,41160,42896,42296,38876,46741,200728,39569,39735,39775,39987,41662,214853,43299,43674,43283,42158,42439,219610,43287,44676,44311,43944,43392,216274,43130,43873,44295,41077,43899,204304,42363,41383,40490,39960,40108,145151,35743,32771,29058,25975,21604,94786,16927,19448,20028,19541,18842,81425,18683,17558,16072,15087,14025,62538,13691,12684,12122,12169,11872,51284,11807,11057,10214,9500,8706,28980,8000,6497,5539,4813,4131,10030,3193,2481,1853,1430,1073,2573,803,650,463,448,209,514
100年 2月底,男,1265280,57439,9969,11670,11717,12329,11754,60834,11663,11747,11580,12881,12963,81587,16326,16040,14810,17353,17058,82875,17451,16872,16548,16133,15871,78412,16762,15386,16825,15071,14368,90802,16179,17568,18095,19081,19879,98666,19456,20071,19668,17915,21556,91389,17882,18096,18372,18158,18881,98165,19769,19785,19731,19227,19653,102512,20170,20760,20617,20619,20346,101249,20316,20403,20786,19273,20471,96715,19998,19697,19118,18912,18990,68004,16658,15218,13726,12233,10169,43214,7822,8932,9076,9002,8382,35469,8297,7703,6936,6529,6004,28891,5886,5735,5567,5808,5895,26922,6175,5807,5306,4993,4641,15346,4274,3405,2881,2617,2169,5197,1654,1302,968,724,549,1299,386,332,222,250,109,293
100年 2月底,女,1359511,53414,9248,10896,10884,11584,10802,55528,10388,10509,10638,11805,12188,74815,14906,14623,13437,15928,15921,76351,16196,15487,15412,14938,14318,74281,15324,14312,16166,14279,14200,93434,16013,17624,18604,19855,21338,113303,21704,22825,22628,20961,25185,109339,21687,21639,21403,21829,22781,116688,23530,23889,23552,22931,22786,117098,23117,23916,23694,23325,23046,115025,22814,23470,23509,21804,23428,107589,22365,21686,21372,21048,21118,77147,19085,17553,15332,13742,11435,51572,9105,10516,10952,10539,10460,45956,10386,9855,9136,8558,8021,33647,7805,6949,6555,6361,5977,24362,5632,5250,4908,4507,4065,13634,3726,3092,2658,2196,1962,4833,1539,1179,885,706,524,1274,417,318,241,198,100,221
100年 3月底,總計,2627677,111967,20055,22621,22687,23979,22625,115939,22106,22151,22127,24500,25055,155980,30924,30615,28623,32951,32867,159426,33685,32457,31975,31103,30206,152623,31709,30254,32528,29472,28660,183892,31995,34999,36493,39133,41272,212674,41164,43121,42550,39451,46388,201563,40185,39855,39911,39970,41642,214796,43218,43523,43402,42315,42338,219425,43085,44551,44346,44123,43320,215566,42889,43749,44717,41099,43112,204644,42579,41600,40315,40027,40123,147229,35584,33449,29624,26336,22236,94389,16740,19227,20053,19554,18815,81662,18564,17746,16153,15146,14053,62554,13659,12752,12189,12015,11939,51228,11702,11023,10315,9419,8769,28989,7963,6496,5611,4803,4116,10066,3223,2493,1853,1424,1073,2562,802,635,468,438,219,503
100年 3月底,男,1266557,58036,10425,11734,11806,12310,11761,60680,11641,11768,11550,12807,12914,81356,16107,16046,14976,17221,17006,82917,17426,16960,16550,16144,15837,78400,16557,15705,16557,15137,14444,90576,16071,17444,17995,19211,19855,99079,19463,20200,19733,18242,21441,91916,18207,18152,18454,18209,18894,98162,19721,19690,19788,19347,19616,102342,19978,20827,20661,20675,20201,100979,20265,20344,20923,19386,20061,96806,20092,19782,19021,18929,18982,68964,16648,15523,13928,12424,10441,43046,7799,8790,9103,8949,8405,35577,8269,7800,6963,6550,5995,28794,5902,5703,5558,5714,5917,26805,6114,5741,5404,4920,4626,15320,4267,3376,2932,2586,2159,5225,1673,1304,967,730,551,1295,388,320,231,241,115,282
100年 3月底,女,1361120,53931,9630,10887,10881,11669,10864,55259,10465,10383,10577,11693,12141,74624,14817,14569,13647,15730,15861,76509,16259,15497,15425,14959,14369,74223,15152,14549,15971,14335,14216,93316,15924,17555,18498,19922,21417,113595,21701,22921,22817,21209,24947,109647,21978,21703,21457,21761,22748,116634,23497,23833,23614,22968,22722,117083,23107,23724,23685,23448,23119,114587,22624,23405,23794,21713,23051,107838,22487,21818,21294,21098,21141,78265,18936,17926,15696,13912,11795,51343,8941,10437,10950,10605,10410,46085,10295,9946,9190,8596,8058,33760,7757,7049,6631,6301,6022,24423,5588,5282,4911,4499,4143,13669,3696,3120,2679,2217,1957,4841,1550,1189,886,694,522,1267,414,315,237,197,104,221
100年 4月底,總計,2630285,112624,20448,22726,22732,24047,22671,115477,21983,22148,21989,24380,24977,155543,30560,30605,29074,32493,32811,159603,33689,32392,32032,31188,30302,152617,31481,30562,32108,29608,28858,183354,31722,34990,36392,39148,41102,213594,41591,43151,42896,39804,46152,202191,40521,40151,39875,40105,41539,214816,43246,43372,43709,42218,42271,219370,43035,44483,44241,44338,43273,215288,42982,43471,44726,41508,42601,204793,42722,41895,40378,39695,40103,148944,35617,32859,31146,26177,23145,94307,16672,19181,20123,19522,18809,81887,18556,17739,16411,15119,14062,62523,13657,12854,12142,11917,11953,51234,11686,10953,10337,9379,8879,28937,7752,6641,5652,4801,4091,10123,3280,2478,1853,1424,1088,2568,799,643,472,416,238,492
100年 4月底,男,1267640,58345,10592,11820,11792,12402,11739,60453,11588,11724,11533,12701,12907,81143,15890,16098,15193,16996,16966,82954,17433,16916,16627,16139,15839,78464,16459,15912,16294,15219,14580,90247,15934,17399,17949,19232,19733,99538,19702,20225,19871,18460,21280,92339,18499,18235,18414,18276,18915,98128,19647,19760,19929,19286,19506,102308,19951,20820,20646,20699,20192,100828,20338,20185,20946,19557,19802,96845,20169,19908,19070,18714,18984,69763,16711,15259,14585,12364,10844,43031,7741,8769,9170,8921,8430,35668,8312,7736,7104,6522,5994,28694,5915,5690,5564,5627,5898,26794,6074,5743,5406,4892,4679,15291,4128,3455,2978,2554,2176,5226,1677,1296,975,730,548,1303,390,323,242,219,129,278
100年 4月底,女,1362645,54279,9856,10906,10940,11645,10932,55024,10395,10424,10456,11679,12070,74400,14670,14507,13881,15497,15845,76649,16256,15476,15405,15049,14463,74153,15022,14650,15814,14389,14278,93107,15788,17591,18443,19916,21369,114056,21889,22926,23025,21344,24872,109852,22022,21916,21461,21829,22624,116688,23599,23612,23780,22932,22765,117062,23084,23663,23595,23639,23081,114460,22644,23286,23780,21951,22799,107948,22553,21987,21308,20981,21119,79181,18906,17600,16561,13813,12301,51276,8931,10412,10953,10601,10379,46219,10244,10003,9307,8597,8068,33829,7742,7164,6578,6290,6055,24440,5612,5210,4931,4487,4200,13646,3624,3186,2674,2247,1915,4897,1603,1182,878,694,540,1265,409,320,230,197,109,214
100年 5月底,總計,2633044,113574,21145,22699,22909,24064,22757,115120,21927,22241,21932,24104,24916,155152,30229,30543,29503,32135,32742,159566,33596,32455,31947,31323,30245,152760,31348,30776,31902,29720,29014,182933,31417,34976,36307,39158,41075,214418,41930,43226,43169,40206,45887,203006,41091,40386,39879,40045,41605,214850,43145,43569,43623,42338,42175,219236,42980,44409,44137,44251,43459,214985,42922,43251,44626,41919,42267,204729,42763,42036,40499,39393,40038,150322,36598,33036,30705,26587,23396,94426,16808,19013,20219,19567,18819,82038,18504,17731,16486,15227,14090,62448,13604,12864,12122,11910,11948,51115,11606,11011,10296,9433,8769,29113,7819,6654,5715,4774,4151,10184,3315,2471,1874,1420,1104,2576,810,629,486,397,254,493
100年 5月底,男,1268856,58763,10952,11772,11921,12389,11729,60291,11587,11786,11490,12584,12844,80967,15744,16061,15435,16775,16952,82927,17431,16917,16600,16188,15791,78583,16372,16016,16253,15214,14728,89958,15747,17394,17890,19248,19679,99892,19876,20229,19962,18692,21133,92801,18846,18339,18429,18283,18904,98206,19630,19871,19938,19343,19424,102230,19823,20895,20581,20671,20260,100732,20362,20080,20866,19700,19724,96737,20074,20000,19123,18649,18891,70441,17176,15305,14415,12570,10975,43065,7790,8666,9269,8946,8394,35766,8324,7707,7180,6545,6010,28583,5893,5672,5519,5641,5858,26669,6028,5729,5375,4912,4625,15394,4158,3474,3007,2549,2206,5252,1698,1284,988,727,555,1321,406,314,250,208,143,278
100年 5月底,女,1364188,54811,10193,10927,10988,11675,11028,54829,10340,10455,10442,11520,12072,74185,14485,14482,14068,15360,15790,76639,16165,15538,15347,15135,14454,74177,14976,14760,15649,14506,14286,92975,15670,17582,18417,19910,21396,114526,22054,22997,23207,21514,24754,110205,22245,22047,21450,21762,22701,116644,23515,23698,23685,22995,22751,117006,23157,23514,23556,23580,23199,114253,22560,23171,23760,22219,22543,107992,22689,22036,21376,20744,21147,79881,19422,17731,16290,14017,12421,51361,9018,10347,10950,10621,10425,46272,10180,10024,9306,8682,8080,33865,7711,7192,6603,6269,6090,24446,5578,5282,4921,4521,4144,13719,3661,3180,2708,2225,1945,4932,1617,1187,886,693,549,1255,404,315,236,189,111,215
100年 6月底,總計,2635766,114450,21777,22676,23040,24229,22728,114732,21986,22120,21753,23944,24929,154876,29880,30492,29740,31992,32772,159501,33350,32494,31979,31423,30255,152982,31082,31037,31512,30031,29320,182283,31064,34902,36163,39096,41058,215332,42161,43308,43525,40543,45795,203872,41593,40638,39769,40189,41683,214786,43048,43543,43646,42390,42159,219274,43027,44522,44049,44118,43558,214813,42993,43208,44333,42170,42109,204740,42749,42190,40526,39542,39733,151500,37424,33067,30814,26587,23608,94415,17023,18883,20245,19419,18845,82232,18525,17841,16511,15226,14129,62421,13634,12901,12051,11893,11942,50973,11496,11006,10328,9446,8697,29302,7901,6695,5734,4772,4200,10213,3330,2480,1853,1443,1107,2581,801,631,504,370,275,488
100年 6月底,男,1269999,59138,11238,11734,11998,12460,11708,60152,11641,11703,11417,12482,12909,80758,15523,16042,15553,16679,16961,82912,17305,16959,16601,16252,15795,78691,16242,16095,16141,15328,14885,89650,15586,17364,17798,19224,19678,100340,19964,20319,20105,18817,21135,93282,19053,18493,18349,18407,18980,98178,19566,19877,19905,19370,19460,102209,19823,20978,20477,20667,20264,100646,20365,20123,20681,19849,19628,96716,20083,20040,19124,18701,18768,70992,17618,15259,14491,12568,11056,43107,7950,8550,9312,8861,8434,35864,8352,7731,7228,6512,6041,28492,5897,5652,5491,5566,5886,26550,5939,5730,5409,4865,4607,15464,4186,3494,3022,2534,2228,5255,1704,1284,982,726,559,1325,409,308,264,190,154,278
100年 6月底,女,1365767,55312,10539,10942,11042,11769,11020,54580,10345,10417,10336,11462,12020,74118,14357,14450,14187,15313,15811,76589,16045,15535,15378,15171,14460,74291,14840,14942,15371,14703,14435,92633,15478,17538,18365,19872,21380,114992,22197,22989,23420,21726,24660,110590,22540,22145,21420,21782,22703,116608,23482,23666,23741,23020,22699,117065,23204,23544,23572,23451,23294,114167,22628,23085,23652,22321,22481,108024,22666,22150,21402,20841,20965,80508,19806,17808,16323,14019,12552,51308,9073,10333,10933,10558,10411,46368,10173,10110,9283,8714,8088,33929,7737,7249,6560,6327,6056,24423,5557,5276,4919,4581,4090,13838,3715,3201,2712,2238,1972,4958,1626,1196,871,717,548,1256,392,323,240,180,121,210
100年 7月底,總計,2637866,115016,22215,22586,23243,24157,22815,114585,22109,21930,21819,23855,24872,154425,29436,30552,29982,31447,33008,159361,33123,32550,31890,31467,30331,153120,30860,31394,31128,30261,29477,181620,30805,34758,36010,38977,41070,215990,42280,43310,43846,41138,45416,204641,42370,40487,39989,40256,41539,214882,42962,43589,43623,42515,42193,219107,43024,44379,43921,44365,43418,214475,42888,43206,44032,42517,41832,204890,42858,42359,40259,39908,39506,152577,38156,33020,30963,26485,23953,94686,17237,18808,20244,19350,19047,82300,18480,17868,16504,15246,14202,62367,13615,12899,12068,11941,11844,50992,11419,11100,10354,9453,8666,29447,7906,6810,5730,4763,4238,10305,3365,2473,1883,1468,1116,2590,792,636,513,362,287,490
100年 7月底,男,1270843,59432,11466,11679,12115,12433,11739,60121,11639,11655,11441,12459,12927,80509,15240,16080,15690,16451,17048,82719,17158,16975,16598,16198,15790,78804,16142,16281,16035,15396,14950,89339,15443,17316,17694,19150,19736,100697,19975,20295,20358,19055,21014,93633,19341,18442,18498,18455,18897,98251,19539,19920,19924,19388,19480,102093,19844,20849,20421,20798,20181,100424,20244,20261,20476,20010,19433,96818,20172,20129,18957,18899,18661,71502,17961,15259,14535,12487,11260,43289,8084,8524,9334,8777,8570,35875,8305,7728,7243,6509,6090,28360,5883,5630,5491,5533,5823,26552,5897,5789,5388,4896,4582,15511,4175,3559,2986,2542,2249,5301,1728,1268,1015,726,564,1333,406,307,267,188,165,280
100年 7月底,女,1367023,55584,10749,10907,11128,11724,11076,54464,10470,10275,10378,11396,11945,73916,14196,14472,14292,14996,15960,76642,15965,15575,15292,15269,14541,74316,14718,15113,15093,14865,14527,92281,15362,17442,18316,19827,21334,115293,22305,23015,23488,22083,24402,111008,23029,22045,21491,21801,22642,116631,23423,23669,23699,23127,22713,117014,23180,23530,23500,23567,23237,114051,22644,22945,23556,22507,22399,108072,22686,22230,21302,21009,20845,81075,20195,17761,16428,13998,12693,51397,9153,10284,10910,10573,10477,46425,10175,10140,9261,8737,8112,34007,7732,7269,6577,6408,6021,24440,5522,5311,4966,4557,4084,13936,3731,3251,2744,2221,1989,5004,1637,1205,868,742,552,1257,386,329,246,174,122,210
100年 8月底,總計,2639064,115742,22730,22553,23494,23981,22984,114295,22233,21808,21812,23695,24747,153797,29015,30667,30125,31017,32973,159055,32895,32637,31793,31427,30303,153297,30662,31658,30886,30442,29649,180666,30473,34582,35968,38703,40940,216217,42599,43121,44040,41778,44679,205456,43385,40067,40567,40159,41278,214840,42908,43535,43585,42639,42173,218751,43012,44146,43900,44377,43316,213714,42823,43326,43914,42556,41095,205726,43586,42603,40023,39893,39621,153747,38423,33015,31441,26494,24374,94844,17553,18591,20118,19449,19133,82477,18452,17868,16568,15214,14375,62341,13553,13029,12016,11904,11839,51014,11382,11098,10325,9510,8699,29542,7849,6928,5784,4730,4251,10437,3417,2528,1900,1448,1144,2610,797,645,518,358,292,496
100年 8月底,男,1271417,59834,11720,11634,12276,12349,11855,59966,11697,11519,11487,12360,12903,80181,15023,16088,15777,16240,17053,82552,17046,16968,16610,16167,15761,78901,16049,16357,16010,15394,15091,88866,15270,17198,17701,18979,19718,100868,20183,20216,20425,19416,20628,94090,19856,18183,18813,18437,18801,98216,19529,19909,19903,19483,19392,101979,19846,20756,20489,20716,20172,100081,20204,20312,20471,20000,19094,97127,20515,20120,18942,18853,18697,72016,18084,15300,14748,12462,11422,43435,8297,8451,9216,8809,8662,35975,8317,7686,7301,6489,6182,28231,5840,5636,5473,5540,5742,26531,5871,5768,5382,4913,4597,15564,4138,3655,2988,2526,2257,5363,1754,1301,1006,737,565,1358,407,322,270,182,177,283
100年 8月底,女,1367647,55908,11010,10919,11218,11632,11129,54329,10536,10289,10325,11335,11844,73616,13992,14579,14348,14777,15920,76503,15849,15669,15183,15260,14542,74396,14613,15301,14876,15048,14558,91800,15203,17384,18267,19724,21222,115349,22416,22905,23615,22362,24051,111366,23529,21884,21754,21722,22477,116624,23379,23626,23682,23156,22781,116772,23166,23390,23411,23661,23144,113633,22619,23014,23443,22556,22001,108599,23071,22483,21081,21040,20924,81731,20339,17715,16693,14032,12952,51409,9256,10140,10902,10640,10471,46502,10135,10182,9267,8725,8193,34110,7713,7393,6543,6364,6097,24483,5511,5330,4943,4597,4102,13978,3711,3273,2796,2204,1994,5074,1663,1227,894,711,579,1252,390,323,248,176,115,213
100年 9月底,總計,2640099,116846,23655,22535,23619,23993,23044,114280,22419,21697,21906,23485,24773,152697,28264,30955,30101,30149,33228,158888,32964,32471,31792,31377,30284,153010,30376,31664,30607,30727,29636,179679,30257,34109,35779,38604,40930,216484,42881,42988,44270,42445,43900,206484,44417,39945,40811,40199,41112,214684,42778,43587,43607,42893,41819,218251,42844,43885,43994,44257,43271,212982,42723,43282,43695,42683,40599,206238,44016,42606,39967,39901,39748,154885,38471,33177,31989,26659,24589,95114,18315,18067,20041,19519,19172,82794,18456,17908,16728,15233,14469,62329,13387,13195,12022,11877,11848,51085,11220,11226,10337,9573,8729,29712,7755,7080,5820,4733,4324,10518,3405,2591,1919,1456,1147,2638,817,634,526,355,306,501
100年 9月底,男,1271879,60372,12190,11678,12250,12406,11848,59978,11820,11406,11586,12222,12944,79633,14653,16221,15780,15795,17184,82404,17069,16881,16611,16173,15670,78862,15932,16444,15784,15578,15124,88308,15142,16951,17600,18904,19711,101007,20279,20181,20521,19717,20309,94687,20323,18181,18870,18609,18704,98154,19477,19961,19880,19646,19190,101736,19806,20576,20532,20657,20165,99759,20201,20257,20381,20020,18900,97305,20716,20101,18964,18839,18685,72611,18147,15419,14986,12586,11473,43585,8609,8268,9150,8857,8701,36127,8275,7718,7409,6460,6265,28109,5739,5704,5450,5506,5710,26513,5778,5811,5401,4938,4585,15640,4121,3713,2993,2534,2279,5419,1756,1345,1027,744,547,1390,437,312,270,183,188,280
100年 9月底,女,1368220,56474,11465,10857,11369,11587,11196,54302,10599,10291,10320,11263,11829,73064,13611,14734,14321,14354,16044,76484,15895,15590,15181,15204,14614,74148,14444,15220,14823,15149,14512,91371,15115,17158,18179,19700,21219,115477,22602,22807,23749,22728,23591,111797,24094,21764,21941,21590,22408,116530,23301,23626,23727,23247,22629,116515,23038,23309,23462,23600,23106,113223,22522,23025,23314,22663,21699,108933,23300,22505,21003,21062,21063,82274,20324,17758,17003,14073,13116,51529,9706,9799,10891,10662,10471,46667,10181,10190,9319,8773,8204,34220,7648,7491,6572,6371,6138,24572,5442,5415,4936,4635,4144,14072,3634,3367,2827,2199,2045,5099,1649,1246,892,712,600,1248,380,322,256,172,118,221
100年 10月底,總計,2643136,117051,23775,22368,23832,23862,23214,114218,22509,21568,22071,23201,24869,151945,27577,31337,30168,29344,33519,158920,32703,32638,31762,31350,30467,152953,30222,31731,30179,31230,29591,178940,30075,33593,36089,38349,40834,216630,43193,42795,44565,43280,42797,207821,45706,39812,41252,40215,40836,214609,42752,43720,43357,43230,41550,218333,42844,43961,43623,44499,43406,213413,42445,43462,43738,42586,41182,205855,43339,42872,40060,39730,39854,156351,38984,33483,32229,26886,24769,95596,19276,17410,20039,19725,19146,83106,18470,18080,16759,15316,14481,62407,13518,13257,12003,11790,11839,51172,11266,11245,10288,9580,8793,29915,7850,7096,5868,4797,4304,10716,3499,2602,1957,1477,1181,2680,839,625,529,362,325,505
100年 10月底,男,1273131,60481,12264,11649,12301,12356,11911,59917,11803,11380,11683,12079,12972,79276,14329,16433,15785,15334,17395,82418,16930,16994,16592,16125,15777,78918,15868,16468,15580,15838,15164,87852,14991,16645,17818,18739,19659,101089,20452,20064,20706,20104,19763,95433,21042,18080,18989,18722,18600,98065,19462,19938,19812,19798,19055,101756,19852,20563,20391,20711,20239,99951,20057,20389,20443,19887,19175,97120,20369,20228,19047,18694,18782,73231,18328,15588,15066,12700,11549,43881,9044,8039,9125,8969,8704,36236,8236,7843,7378,6499,6280,28073,5805,5686,5421,5488,5673,26474,5738,5808,5397,4934,4597,15746,4159,3744,2999,2559,2285,5526,1795,1349,1060,753,569,1406,444,319,258,185,200,282
100年 10月底,女,1370005,56570,11511,10719,11531,11506,11303,54301,10706,10188,10388,11122,11897,72669,13248,14904,14383,14010,16124,76502,15773,15644,15170,15225,14690,74035,14354,15263,14599,15392,14427,91088,15084,16948,18271,19610,21175,115541,22741,22731,23859,23176,23034,112388,24664,21732,22263,21493,22236,116544,23290,23782,23545,23432,22495,116577,22992,23398,23232,23788,23167,113462,22388,23073,23295,22699,22007,108735,22970,22644,21013,21036,21072,83120,20656,17895,17163,14186,13220,51715,10232,9371,10914,10756,10442,46870,10234,10237,9381,8817,8201,34334,7713,7571,6582,6302,6166,24698,5528,5437,4891,4646,4196,14169,3691,3352,2869,2238,2019,5190,1704,1253,897,724,612,1274,395,306,271,177,125,223
100年 11月底,總計,2647122,117789,24320,22438,23845,23552,23634,114146,22613,21584,22057,22953,24939,151023,26834,31605,30492,28654,33438,159090,32515,33046,31827,31312,30390,153410,30235,31837,29821,31916,29601,178180,29597,33339,36036,38430,40778,216617,43194,43040,44702,43626,42055,209383,46874,40247,41008,40320,40934,214404,42490,43703,43594,43154,41463,218180,42929,43619,43966,44406,43260,213750,42498,43451,43725,42726,41350,205899,43199,42640,40513,39757,39790,157880,39371,33858,32301,27401,24949,95833,19902,17212,19838,19690,19191,83502,18510,18205,16927,15337,14523,62572,13573,13283,12149,11630,11937,51270,11281,11235,10373,9590,8791,30126,7955,7150,5881,4835,4305,10869,3529,2655,1996,1509,1180,2696,852,618,533,369,324,503
100年 11月底,男,1274740,60815,12498,11683,12287,12208,12139,59869,11827,11405,11671,11919,13047,78770,13946,16534,15939,15032,17319,82509,16839,17188,16601,16129,15752,79176,15836,16554,15376,16258,15152,87418,14710,16512,17815,18769,19612,101073,20419,20192,20772,20276,19414,96223,21643,18246,18868,18798,18668,97945,19375,19926,19957,19669,19018,101638,19930,20326,20584,20611,20187,100134,20065,20421,20418,19984,19246,97106,20275,20131,19204,18715,18781,73962,18527,15755,15080,12976,11624,44020,9334,7897,9057,8977,8755,36371,8169,7968,7463,6525,6246,28090,5852,5667,5481,5379,5711,26482,5717,5825,5417,4919,4604,15840,4193,3775,3017,2558,2297,5592,1805,1393,1067,762,565,1426,461,310,261,191,203,281
100年 11月底,女,1372382,56974,11822,10755,11558,11344,11495,54277,10786,10179,10386,11034,11892,72253,12888,15071,14553,13622,16119,76581,15676,15858,15226,15183,14638,74234,14399,15283,14445,15658,14449,90762,14887,16827,18221,19661,21166,115544,22775,22848,23930,23350,22641,113160,25231,22001,22140,21522,22266,116459,23115,23777,23637,23485,22445,116542,22999,23293,23382,23795,23073,113616,22433,23030,23307,22742,22104,108793,22924,22509,21309,21042,21009,83918,20844,18103,17221,14425,13325,51813,10568,9315,10781,10713,10436,47131,10341,10237,9464,8812,8277,34482,7721,7616,6668,6251,6226,24788,5564,5410,4956,4671,4187,14286,3762,3375,2864,2277,2008,5277,1724,1262,929,747,615,1270,391,308,272,178,121,222
100年 12月底,總計,2650968,118587,25052,22288,23995,23394,23858,113973,22592,21688,21962,22827,24904,150406,26174,32012,30492,28263,33465,159484,32271,33263,31950,31298,30702,153631,29982,31939,29548,32606,29556,177500,29136,33092,36200,38249,40823,216540,43106,43239,45025,43992,41178,210747,48026,40401,40970,40506,40844,214188,42341,43704,43703,43097,41343,218318,43149,43233,44195,44408,43333,213903,42655,43362,43463,43070,41353,205816,43159,42575,40569,39900,39613,159676,39603,34411,32411,27827,25424,96016,20130,17361,19555,19856,19114,83836,18556,18266,17016,15372,14626,62406,13530,13258,12179,11623,11816,51362,11368,11238,10396,9620,8740,30390,8054,7277,5767,4980,4312,10984,3594,2667,2018,1517,1188,2712,857,625,520,361,349,493
100年 12月底,男,1276343,61245,12866,11597,12359,12170,12253,59711,11762,11476,11615,11859,12999,78478,13594,16741,15973,14819,17351,82727,16636,17342,16621,16165,15963,79256,15671,16632,15244,16613,15096,87077,14499,16401,17906,18609,19662,101008,20445,20281,20883,20399,19000,96987,22294,18337,18845,18886,18625,97876,19290,19984,19956,19670,18976,101678,19986,20141,20645,20623,20283,100121,20112,20377,20225,20232,19175,97067,20254,20136,19198,18739,18740,74714,18653,15979,15101,13133,11848,44145,9470,7964,8944,9055,8712,36541,8183,8062,7452,6539,6305,27906,5810,5653,5472,5324,5647,26479,5711,5835,5405,4965,4563,15976,4239,3844,2972,2606,2315,5643,1840,1396,1065,757,585,1433,469,310,250,187,217,275
100年 12月底,女,1374625,57342,12186,10691,11636,11224,11605,54262,10830,10212,10347,10968,11905,71928,12580,15271,14519,13444,16114,76757,15635,15921,15329,15133,14739,74375,14311,15307,14304,15993,14460,90423,14637,16691,18294,19640,21161,115532,22661,22958,24142,23593,22178,113760,25732,22064,22125,21620,22219,116312,23051,23720,23747,23427,22367,116640,23163,23092,23550,23785,23050,113782,22543,22985,23238,22838,22178,108749,22905,22439,21371,21161,20873,84962,20950,18432,17310,14694,13576,51871,10660,9397,10611,10801,10402,47295,10373,10204,9564,8833,8321,34500,7720,7605,6707,6299,6169,24883,5657,5403,4991,4655,4177,14414,3815,3433,2795,2374,1997,5341,1754,1271,953,760,603,1279,388,315,270,174,132,218
